 overall model performance was poor; the difference between observations and simulations was similar to 10 times observational uncertainty, with forested ecosystems better predicted than nonforested [SCHWALM 2010 | J. GEOPHYS. RES.-BIOGEOSCI. | 149]
 to assess the uncertainty of climate change projections, we performed ensemble simulations with the 60 km mesh model combining 4 different sea surface temperatures and 3 atmospheric initial conditions [KITOH 2011 | J. GEOPHYS. RES.-ATMOS. | 20]
future climate conditions for the mediterranean region based on an ensemble of 16 global climate models are expressed and mapped using three approaches, giving special attention to the intermodel uncertainty [DUBROVSKY 2014 | REG. ENVIR. CHANG. | 18]
 these multiple combinations of models and methods allow incorporating a level of uncertainty into the results [STIGTER 2014 | REG. ENVIR. CHANG. | 18]
 finally, an ensemble of models also allows for consideration of uncertainty associated with individual model structures [VAN 2013 | J. HYDROMETEOROL. | 181]
 the use of observation-based heat flux data allows significant reductions in uncertainty as expressed by the model ensemble spread of temperature for the 2071-2100 period [STEGEHUIS 2013 | GEOPHYS. RES. LETT. | 17]
 an ensemble of live current (1961-90) and five future (2041-70) simulations, corresponding to the special report on emissions scenarios (s res) a2 scenario, are used in the assessment of projected changes: the ensemble of simulations allows better quantification of uncertainty in projected changes [POITRAS 2011 | J. HYDROMETEOROL. | 17]
 in this paper, stochastic approaches for estimating uncertainty are applied to drought index predictions [HWANG 2009 | J. APPL. METEOROL. CLIMATOL. | 17]
 national oceanic and atmospheric administration (noaa) climate prediction center (cpc) seasonal forecasts and resampling of nearest-neighbor residuals are incorporated to measure uncertainty in monthly forecasts of palmer drought severity index (pdsi) and standardized precipitation index (spi) in central south carolina [HWANG 2009 | J. APPL. METEOROL. CLIMATOL. | 17]
 we find that the large differences between the models in soil moisture trends, which are related to an unknown combination of differences in atmospheric forcing (precipitation, net radiation), flux partitioning at the land surface, and how soil moisture is parameterized, imply considerable uncertainty in future changes in climate extremes [LORENZ 2016 | J. GEOPHYS. RES.-ATMOS. | 15]
 the policymaking and management implications of assumptions are examined by analyzing four interacting sources of physical and institutional uncertainty: inflow (runoff), depletion (water use), operating rules, and initial reservoir conditions [GARRICK 2008 | J. AM. WATER RESOUR. ASSOC. | 15]
 further research into methods of representing and communicating about hydrologic and institutional uncertainty in model outputs will help water managers and other stakeholders to assess tradeoffs when planning for water supply variability [GARRICK 2008 | J. AM. WATER RESOUR. ASSOC. | 151]
 the simulation results demonstrate that the eop approach: (1) reduces the maximum water shortage; (2) is most valuable when the initial storages of the drawdown period are low; and (3) is superior to other approaches when explicitly considering forecast uncertainty [EUM 2011 | J. WATER RESOUR. PLAN. MANAGE.-ASCE | 14]
representation and quantification of uncertainty in climate change impact studies are a difficult task [RAJE 2010 | ADV. WATER RESOUR. | 14]
 several sources of uncertainty arise in studies of hydrologic impacts of climate change, such as those due to choice of general circulation models (gcms), scenarios and downscaling methods [RAJE 2010 | ADV. WATER RESOUR. | 14]
 recently, much work has focused on uncertainty quantification and modeling in regional climate change impacts [RAJE 2010 | ADV. WATER RESOUR. | 14]
 in this paper, an uncertainty modeling framework is evaluated, which uses a generalized uncertainty measure to combine gcm, scenario and downscaling uncertainties [RAJE 2010 | ADV. WATER RESOUR. | 14]
 the dempster-shafer (d-s) evidence theory is used for representing and combining uncertainty from various sources [RAJE 2010 | ADV. WATER RESOUR. | 14]
 a significant advantage of the d-s framework over the traditional probabilistic approach is that it allows for the allocation of a probability mass to sets or intervals, and can hence handle both aleatory or stochastic uncertainty, and epistemic or subjective uncertainty [RAJE 2010 | ADV. WATER RESOUR. | 14]
 this paper shows how the d-s theory can be used to represent beliefs in some hypotheses such as hydrologic drought or wet conditions, describe uncertainty and ignorance in the system, and give a quantitative measurement of belief and plausibility in results [RAJE 2010 | ADV. WATER RESOUR. | 14]
 this range is used to specify the basic probability assignment (bpa) for a dempster-shafer structure, which represents uncertainty associated with each of the ssfi-4 classifications [RAJE 2010 | ADV. WATER RESOUR. | 141]
 a bayesian approach is also presented for this case study, which models the uncertainty in projected frequencies of ssfi-4 classifications by deriving a posterior distribution for the frequency of each classification, using an ensemble of gcms and scenarios [RAJE 2010 | ADV. WATER RESOUR. | 141]
future changes of terrestrial ecosystems due to changes in atmospheric co2 concentration and climate are subject to a large degree of uncertainty, especially for vegetation in the tropics [YU 2014 | CLIM. CHANGE | 13]
 five simulations of precis made using the lateral boundary conditions from a suite of perturbed physics ensembles (ppe) generated using hadley center coupled model (hadcm3) for quantifying uncertainty in model predictions (qump) project corresponding to ipcc a1b emission scenario have been analyzed here for this purpose [RAO 2014 | GLOB. PLANET. CHANGE | 13]
 the soil and water assessment tool (swat) hydrological model is forced with projections from an ensemble of 4 climate model (cm) to assess changes and uncertainty in relevant hydrological indicators related to water balance, magnitude, frequency and timing of the flow between a reference (1971-2000) and future (2041-2071) periods [SELLAMI 2016 | SCI. TOTAL ENVIRON. | 12]
 further, significant increase in low flow frequency as a proxy for hydrological droughts is projected for both catchments but with higher uncertainty in the wet period than in the dry period [SELLAMI 2016 | SCI. TOTAL ENVIRON. | 12]
 although no changes in the average timing of maximum and minimum flow events for different flow durations are projected, substantial uncertainty remains in the hydrological projections [SELLAMI 2016 | SCI. TOTAL ENVIRON. | 12]
 the projected magnitudes of alteration as well as their associated uncertainty vary depending on the catchment characteristics and flow seasonality [SELLAMI 2016 | SCI. TOTAL ENVIRON. | 121]
 the results show that the uncertainty is smallest for sm1, largest for smt, and moderate for et and q [XIA 2014 | J. HYDROMETEOROL. | 12]
 we develop a new approach that integrates a tree ring reconstruction of cool season precipitation with historical meteorological data and a physically based hydrologic model to reconstruct warm season streamflow and streamflow uncertainty [LUTZ 2012 | WATER RESOUR. RES. | 12]
 the resultant streamflow reconstruction retains dendroclimatic information and quantifies the inherent uncertainty in warm season streamflow associated with historical meteorology [LUTZ 2012 | WATER RESOUR. RES. | 12]
 overall, the uncertainty from ensemble p forecasts has a larger effect on seasonal low-flow forecasts than the uncertainty from ensemble pet forecasts and initial model conditions [DEMIREL 2015 | HYDROL. EARTH SYST. SCI. | 111]
we present an analysis of the relative magnitude and contribution of parameter and driver uncertainty to the confidence intervals on estimates of net carbon fluxes [SPADAVECCHIA 2011 | ECOL. APPL. | 10]
 simulated meteorological data were propagated through the model to derive the uncertainty on the co(2) flux resultant from driver uncertainty typical of spatially extensive modeling studies [SPADAVECCHIA 2011 | ECOL. APPL. | 10]
 furthermore, the model uncertainty was partitioned between temperature and precipitation [SPADAVECCHIA 2011 | ECOL. APPL. | 10]
 with at least one meteorological station within 25 km of the study site, driver uncertainty was relatively small (similar to 10\% of the total net flux), while parameterization uncertainty was larger, similar to 50\% of the total net flux [SPADAVECCHIA 2011 | ECOL. APPL. | 10]
 the largest source of driver uncertainty was due to temperature (8\% of the total flux) [SPADAVECCHIA 2011 | ECOL. APPL. | 101]
 the combined effect of parameter and driver uncertainty was 57\% of the total net flux [SPADAVECCHIA 2011 | ECOL. APPL. | 101]
 however, when the nearest meteorological station was >100 km from the study site, uncertainty in net ecosystem exchange (nee) predictions introduced by meteorological drivers increased by 88\% [SPADAVECCHIA 2011 | ECOL. APPL. | 101]
 the approach outlined here provides a means to assess the uncertainty and bias introduced by meteorological drivers in regional-scale ecological forecasting [SPADAVECCHIA 2011 | ECOL. APPL. | 101]
 ecmwf probabilistic forecasts for near-real-time monitoring are similar to gpcc and trmm in terms of correlation and root mean square errors, with the added value of including an estimate of the uncertainty given by the ensemble spread [DUTRA 2014 | HYDROL. EARTH SYST. SCI. | 9]
 to address these challenges, petascale parallel computing is used to perform the first global-scale, 10 000 member ensemble-based evaluation of plausible model parameters using the vic (variable infiltration capacity) land surface model, aiming to characterize the impact of parameter identifiability on the uncertainty in flood and drought predictions [CHANEY 2015 | HYDROL. EARTH SYST. SCI. | 8]
 global and climate type results indicate that parameter uncertainty remains an important concern for predicting extreme events even after applying monthly and annual constraints to the ensemble, suggesting a need for improved prior distributions of the model parameters as well as improved observations [CHANEY 2015 | HYDROL. EARTH SYST. SCI. | 8]
 this study contributes a comprehensive evaluation of land surface modeling for global flood and drought monitoring and suggests paths forward to overcome the challenges posed by parameter uncertainty [CHANEY 2015 | HYDROL. EARTH SYST. SCI. | 8]
 toward this end, the results from the osses must also be evaluated with a suite of metrics that capture the value, uncertainty, and information content of the observations while factoring in both science and societal impacts [KUMAR 2014 | J. HYDROMETEOROL. | 8]
 the results show that the proposed svm-copula approach improves the drought prediction capability and provides estimation of uncertainty associated with drought predictions [GANGULI 2014 | HYDROL. PROCESS. | 81]
 in this paper, an ensemble of simulations based on the lund-potsdam-jena (lpj) model was used to investigate the uncertainty upon predictions of the future euro-mediterranean vegetation distribution, carbon dynamics, and water budget [SANTINI 2014 | REG. ENVIR. CHANG. | 8]
 predictions of climate change impacts oil the regime of hydrological extremes have traditionally been conducted by a top-down approach that involves a high degree of uncertainty associated with the temporal and spatial characteristics of general circulation model (gcm) outputs and the choice of downscaling technique [FUJIHARA 2008 | HYDROL. SCI. J.-J. SCI. HYDROL. | 8]
aim of our study is to quantify the impacts of climate change on hydrology in the large river basins in germany (rhine, elbe, danube, weser and ems) and thereby giving the range of impact uncertainty created by the most recent regional climate projections [HATTERMANN 2015 | METEOROL. Z. | 7]
 the results indicate that more robust conclusions can be drawn for some river basins, especially the rhine and danube basins, while diversity of results leads to higher uncertainty in the other river basins [HATTERMANN 2015 | METEOROL. Z. | 7]
 the wd forecasts driven by the eto forecasts showed higher accuracy and less uncertainty than the forecasts driven by climatology, indicating their usefulness for irrigation scheduling, hydrological forecasting, and water demand forecasting in the seus [TIAN 2014 | J. HYDROMETEOROL. | 7]
 to assess model uncertainty, 47 ensemble members combining simulations from 16 global climate models and 3 emission scenarios were used to provide an uncertainty envelope in the hydrologic variables [SERRAT 2013 | INT. J. WATER RESOUR. DEV. | 7]
this paper aims to evaluate sources of uncertainty in projected hydrological changes under climate change in twelve large-scale river basins worldwide, considering the mean flow and the two runoff quantiles q(10) (high flow), and q(90) (low flow) [VETTER 2017 | CLIM. CHANGE | 6]
 then, three major sources of uncertainty (from gcms, rcps and hms) were analyzed using the anova method, which allows for decomposing variances and indicating the main sources of uncertainty along the gcm-rcp-hm model chain [VETTER 2017 | CLIM. CHANGE | 6]
 the analysis of uncertainties showed that in general the largest share of uncertainty is related to gcms, followed by rcps, and the smallest to hms [VETTER 2017 | CLIM. CHANGE | 6]
 the hydrological models are the lowest contributors of uncertainty for q(10) and mean flow, but their share is more significant for q(90) [VETTER 2017 | CLIM. CHANGE | 6]
 indices were compared directly and examined for current and future uncertainty [HARDING 2015 | CLIM. CHANGE | 5]
 the data were based on 5 circulation models, representing an ensemble of 18 cmip3 global circulation models, to preserve much of the uncertainty of the original ensemble [HLAVINKA 2015 | CLIM. RES. | 5]
 the multimodel forecasts preserve the end-of-season target storage better than the single-model inflow forecasts by reducing uncertainty and the overconfidence of individual model forecasts [OLUDHE 2013 | J. APPL. METEOROL. CLIMATOL. | 51]
the main objective of the paper is to understand the contributions to the uncertainty in low-flow projections resulting from hydrological model uncertainty and climate projection uncertainty [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 4]
 model uncertainty is quantified by different parameterisations of a conceptual semi-distributed hydrologic model (tuwmodel) using 11 objective functions in three different decades (1976-1986, 1987-1997, 1998-2008), which allows for disentangling the effect of the objective function-related uncertainty and temporal stability of model parameters [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 4]
 climate projection uncertainty is quantified by four future climate scenarios (echam5-a1b, a2, b1 and hadcm3-a1b) using a delta change approach [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 4]
 the results indicate that the seasonality of the low-flow regime is an important factor affecting the performance of model calibration in the reference period and the uncertainty of q(95) low-flow projections in the future period [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 4]
 the total uncertainty of q(95) projections is the largest in basins with a winter low-flow regime and, in some basins the range of q(95) projections exceeds 60 \% [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 41]
 in basins with summer low flows, the total uncertainty is mostly less than 20 \% [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 41]
 climate scenario, decade used for model calibration and calibration variant representing different objective function) to the low-flow projection uncertainty shows that in basins with summer low flows climate scenarios contribute more than 75 \% to the total projection uncertainty [PARAJKA 2016 | HYDROL. EARTH SYST. SCI. | 41]
 the extent of our network of 180 tree-ring chronologies, spanning ad 549-2013 and 20 of latitude, with a high density of sites in the headwaters of the major river basins, enables us to construct large ensembles of tree-ring reconstructions as a means of expressing uncertainty in the inference of streamflow from tree sings [SAUCHYN 2015 | J. HYDROL. | 4]
 since the uncorrected cfsv2 precipitation forecasts are characterized by a high uncertainty (up to 175\% of the observed variability), the quantile-quantile transformation can clearly reduce this overestimation with the potential to provide skillful and valuable early warnings of precipitation deficits and excess up to 6months in ahead, particularly for the sudan-sahel zone [SIEGMUND 2015 | J. GEOPHYS. RES.-ATMOS. | 4]
 the operational experiment illustrates that cfsv2-wrf can reduce the cfsv2 uncertainty (up to 69\%) for monthly precipitation and the onset of the rainy season but has still strong deficits regarding the northward progression of the rain belt [SIEGMUND 2015 | J. GEOPHYS. RES.-ATMOS. | 4]
 in general, uncertainty associated with the choice of drought index is as important as uncertainty in the crcm simulated data [PAIMAZUMDER 2014 | CLIM. RES. | 4]
 a quantitative attribution analysis of sm forecast uncertainty demonstrates that sm forecast skill is mostly controlled by ics at the first month and that uncertainties in cfs have the largest contribution to sm forecast errors at longer lead times [ZHANG 2017 | J. HYDROMETEOROL. | 3]
 accordingly, the conditional distribution of hydrological drought can be derived analytically, which enables the probabilistic prediction of hydrological drought in the target period and uncertainty quantifications [HAO 2016 | J. HYDROL. | 3]
 for example, constraining uncertainty in near-term asw megadrought risk to 5 percentage points with high confidence requires 287 simulations [COATS 2016 | GEOPHYS. RES. LETT. | 3]
 application of the approach to multimodel ensemble soil moisture output from phase 2 of the north american land data assimilation system (nldas-2) and european space agency (esa) soil moisture (sm) essential climate variable (ecv) data set allows for the calculation of optimal weighting coefficients for individual members of the nldas-2 lsm ensemble and a biased-minimized estimate of uncertainty in a deterministic soil moisture analysis derived via optimal averaging [CROW 2015 | WATER RESOUR. RES. | 3]
 one of the reasons may be that impacts of various types of uncertainty contained in stochastic inflow predictions have not been sufficiently clarified, thus enabling reservoir managers to recognize the advantages of their use [NOHARA 2014 | J. HYDROINFORM. | 3]
 impacts of uncertainties of stochastic inflow prediction on long-term reservoir operation for drought management are therefore investigated in order to analyze the kind of uncertainty that most affects improvements in the performance of reservoir operations [NOHARA 2014 | J. HYDROINFORM. | 3]
 two indices, namely reliability and discrimination, are introduced here to represent two major attributes of a stochastic prediction's uncertainty [NOHARA 2014 | J. HYDROINFORM. | 3]
 monte carlo simulations of reservoir operations for water supply are conducted, coupling with optimization process of reservoir operations by stochastic dynamic programming (sdp) considering long-term stochastic inflow predictions, which are artificially generated with arbitrary uncertainties controlled by changing the two uncertainty indices [NOHARA 2014 | J. HYDROINFORM. | 3]
 the results demonstrated the additional implication of the effect of stochastic inflow prediction's uncertainty on the authors' previous work [NOHARA 2014 | J. HYDROINFORM. | 3]
 the novelty of this study is to seek the use of data assimilation to quantify initial condition uncertainty with the monte carlo ensemble members, rather than relying entirely on the hydrologic model or land surface model to generate a single deterministic initial condition, as currently implemented in the operational drought forecasting systems [YAN 2017 | J. HYDROL. | 2]
 next, the initial condition uncertainty is quantified through data assimilation and coupled with a newly developed probabilistic drought forecasting model using a copula function [YAN 2017 | J. HYDROL. | 2]
 many of the subjective choices that modellers make including model and criteria selection can have a significant impact on the magnitude and distribution of the output uncertainty [MOCKLER 2016 | ADV. WATER RESOUR. | 2]
 hydrological modellers are tasked with understanding and minimising the uncertainty surrounding streamflow predictions before communicating the overall uncertainty to decision makers [MOCKLER 2016 | ADV. WATER RESOUR. | 2]
 parameter uncertainty in conceptual rainfall-runoff models has been widely investigated, and model structural uncertainty and forcing data have been receiving increasing attention [MOCKLER 2016 | ADV. WATER RESOUR. | 2]
 by combining stochastic rainfall ensembles and multiple parameter sets for three conceptual rainfall-runoff models, an analysis of variance model was used to decompose the total uncertainty in streamflow simulations into contributions from (i) forcing data, (ii) identification of model parameters and (iii) interactions between the two [MOCKLER 2016 | ADV. WATER RESOUR. | 2]
 the analysis illustrates that, for our subjective choices, hydrological model selection had a greater contribution to overall uncertainty, while performance criteria selection influenced the relative intra-annual uncertainties in streamflow predictions [MOCKLER 2016 | ADV. WATER RESOUR. | 2]
 the uncertainty in climate change projections originates from natural internal variability, imperfect climate models, and the unpredictability of future greenhouse gas forcing [HANEL 2015 | J. CLIM. | 2]
 the lme model allows for the quantification of the contribution of these sources of uncertainty as well as the interaction between greenhouse gas forcing and climate model [HANEL 2015 | J. CLIM. | 2]
 differences between climate models are also the main source of uncertainty for the changes in three drought characteristics in the summer half-year [HANEL 2015 | J. CLIM. | 2]
 natural variability is also the main source of uncertainty for the changes in two indices of extreme precipitation [HANEL 2015 | J. CLIM. | 2]
 the seasonal cycle of the iwr change signal shows different sensitivities and climate drivers across crops (grassland and maize) and stations, but a consistent trend towards an increase despite uncertainty [SMITH 2014 | CLIM. CHANGE | 2]
 the uncertainty is, however, large [HANEL 2013 | NA | 2]
 a wide range of hafs between rainfall-runoff models for each catchment was detected by large variations in the magnitude of hafs with the hydrologic models and the difference could be the hydrologic prediction uncertainty [SHIN 2016 | HYDROL. PROCESS. | 1]
 then, the uncertainty in runoff simulation, implemented using the three-layered feedforward neural network model with the back-propagation learning algorithm, was quantified [XUE 2016 | THEOR. APPL. CLIMATOL. | 1]
 the modified delta method reproduced the mmt, map, and mae time series of the two target stations very well during the calibrated periods, and the reconstructed uncertainty ranges were small among reconstructed datasets using data from 12 observation stations [XUE 2016 | THEOR. APPL. CLIMATOL. | 1]
 the monthly accumulated runoff simulated by the reconstructed mmt, map, and mae as input variables of the model possessed unpredictable uncertainty [XUE 2016 | THEOR. APPL. CLIMATOL. | 1]
 the uncertainty range in the runoff peak was unable to capture the actual monthly runoff [XUE 2016 | THEOR. APPL. CLIMATOL. | 1]
 the lateral boundary data for the simulations were taken from a sub-set of six members sampled from the hadley centre's 17- member quantified uncertainty in model projections (qump) perturbed physics ensemble [BAL 2016 | ASIA-PAC. J. ATMOS. SCI. | 1]
 we show that the uncertainty (noise) in surface temperature predictions (represented by the spread among an ensemble of global climate model simulations) generally exceeds the ensemble mean (signal) at horizontal scales below 1000 km throughout north america, implying poor predictability at those scales [ZHANG 2016 | ADV. ATMOS. SCI. | 1]
 however, the irrigation reaction for wheat exhibits a large uncertainty, indicating a weaker irrigation reaction [ZHANG 2016 | SCI. TOTAL ENVIRON. | 1]
 the accuracy of forecasted spis was assessed by comparing the observed spis and confidence intervals (cis), exhibiting the associated uncertainty [SHIN 2016 | ADV. METEOROL. | 1]
 nevertheless, during false alarms or misses, we did not find significant differences in the distribution of the ensemble members that would allow for a quantitative assessment of the uncertainty [LAVAYSSE 2015 | HYDROL. EARTH SYST. SCI. | 1]
 in both the transient and predicted committed responses, there is an increasing uncertainty in the outcome of the forest as the strength of the emissions scenarios increases [BOULTON 2017 | GLOB. CHANGE BIOL. | 0]
 we then decompose the uncertainty into that associated with future climate change and that associated with forest resiliency, finding that it is important to reduce the uncertainty in both of these if we are to better determine the amazon's outcome [BOULTON 2017 | GLOB. CHANGE BIOL. | 0]
